35.255824,12.681438,12.162714,1.949913,4.178936,2.694380,5.003759,5.714465,4.993314,2.866081,7.437629,5.021466,6.839853,3.950859,7.966758,0.000000
35.381951,6.525500,19.199896,3.555485,5.347654,2.759508,1.414179,4.648061,6.142657,1.858605,7.096097,7.531731,6.483093,6.014813,12.057738,0.000000
41.645858,15.220567,8.432321,3.891638,2.995404,3.117573,2.547617,4.607339,4.529059,4.610331,8.582590,3.758644,12.137491,3.805865,7.507453,0.000000
31.975783,6.425621,27.088570,1.623824,0.324600,3.288059,4.708754,6.496409,2.555214,3.167269,10.568400,3.977490,5.989966,12.268311,8.626645,0.000000
52.354737,15.120519,8.159867,12.150277,3.072984,2.300643,6.897060,7.296752,5.010795,13.108232,14.797280,6.259755,33.110258,40.388509,18.435610,0.000000
42.999924,9.240689,12.167061,6.017784,5.659045,3.776685,8.656432,8.790815,2.774698,9.226938,7.683244,2.427294,5.585492,5.957392,7.547471,0.000000
43.477665,14.105631,13.982119,10.789480,3.810610,5.423428,6.094256,6.136796,5.340599,8.386305,7.252753,1.856217,5.491802,10.913479,5.328268,0.000000
20.702271,10.081805,4.982003,23.877205,7.948928,1.551362,19.273723,11.337202,3.647189,20.742387,9.034537,1.285506,19.839281,4.202442,2.836296,0.000000
17.150237,8.940540,9.556369,14.012305,6.129931,4.739453,8.193098,13.911509,5.344650,6.554458,10.177747,5.336161,3.375271,4.698845,3.420790,0.000000
39.389713,1.117582,18.518180,2.084555,9.091669,5.572484,4.861925,9.557979,1.797316,8.672537,6.123965,4.182991,5.379867,3.624339,9.622453,0.000000
12.04574,4.722152,7.674355,68.936874,126.44529,34.08647,45.30473,144.81142,26.58153,19.357273,145.76666,25.936676,39.804585,139.20045,12.50474,2.000000
11.354329,3.465673,7.3123775,63.03289,136.20386,23.97655,37.98365,159.70564,16.513657,14.882839,151.14925,21.031034,47.23846,132.91542,8.776488,2.000000
11.454185,2.4431026,6.1409774,64.574265,129.20488,29.398802,42.255436,147.65216,22.78029,19.541967,146.22081,23.818926,42.390026,135.83948,11.601033,2.000000
11.074435,2.515421,7.130837,66.264336,131.99704,26.436684,39.676456,151.64311,20.343699,17.916025,146.53055,22.962852,53.353813,129.19609,10.223083,2.000000
10.65164,3.3660727,4.532629,46.58932,153.0752,8.176705,12.330793,163.92134,9.975771,39.37566,132.36081,19.355114,71.51059,112.647995,14.597184,2.000000
11.911793,2.91877,8.336026,51.271812,152.44118,9.489922,20.10522,172.96352,7.676513,32.25588,138.15137,18.482946,67.3561,116.01047,12.579617,2.000000
10.915686,5.2121983,5.014849,53.204746,140.20978,19.029142,24.686827,168.77448,12.074724,30.022493,145.19835,17.29586,69.882,118.47276,6.69298,2.000000
11.704406,4.3707767,4.5310984,56.216682,133.16347,19.706638,25.040476,168.35532,12.636134,48.134872,133.86493,17.061897,86.56838,107.08303,5.1437883,2.000000
12.039844,3.9539945,5.0064135,57.740166,130.82489,20.36349,31.601177,158.43631,14.82676,32.827923,145.33054,18.305435,76.00796,113.73019,5.5944138,2.000000
12.257236,5.0281363,6.6803837,56.846264,132.92366,19.69511,27.542633,163.59134,13.96864,25.557888,149.7874,18.040737,67.501656,120.90427,6.15383,2.000000
13.459744,4.5476174,6.7401066,54.7569,138.09698,23.719173,29.591095,161.54099,17.392063,35.919464,138.18913,19.004435,79.643776,109.57201,6.60736,2.000000
12.704565,5.25769,6.376582,46.147625,143.58766,14.745827,15.486471,170.6524,10.49711,52.85161,126.67249,18.254463,89.59494,102.595474,8.168742,2.000000
11.801708,5.462553,5.7598495,50.566723,135.369,17.80327,19.558855,172.30307,8.229634,45.303173,134.90587,15.7887945,88.642715,103.38968,5.5290837,2.000000
10.312066,4.1193266,6.3586235,58.77104,136.4232,25.82662,27.512585,163.84723,14.348429,25.073328,148.09053,19.424086,62.66647,124.73915,8.959987,2.000000
12.834845,7.958929,6.7210207,61.59067,137.06854,23.932377,32.591442,163.06917,13.832317,16.224743,151.32117,18.41664,52.168655,130.63275,7.4431677,2.000000
11.727443,6.323074,7.452761,62.5302,132.00069,22.16084,32.848183,156.34587,13.981002,24.51202,147.4578,17.439964,65.0922,118.318214,6.1656146,2.000000
11.160857,5.7324796,6.6238284,58.502678,138.58517,13.448857,19.109367,167.70361,7.548681,45.57271,132.05626,17.378744,82.24794,103.48499,10.768723,2.000000
11.209259,5.0227737,6.8740654,67.73505,127.237045,19.0428,28.422756,162.8382,8.359245,40.167377,136.6866,16.426638,79.48483,103.65622,6.3410907,2.000000
13.322195,12.045292,13.332128,64.37232,116.60289,47.366768,47.475056,144.90791,28.59626,28.392086,149.13966,21.36893,43.241264,148.73413,16.87486,2.000000
12.251167,13.783639,11.185557,64.04837,134.88937,32.747185,45.856987,167.14232,12.506023,34.640614,152.02579,19.162458,52.128323,144.20758,26.429005,2.000000
12.429834,11.829564,9.61848,63.94007,135.18846,34.517868,47.438763,160.85419,18.830793,32.326557,152.79538,18.980143,47.913475,148.5298,19.738382,2.000000
14.192463,10.128213,11.6113205,63.07354,128.14699,37.040672,47.519897,158.77805,19.619608,34.17297,153.13713,18.47135,51.17032,149.6914,20.226732,2.000000
12.434771,10.41,13.25027,67.86196,118.06298,47.728653,52.16165,151.01648,26.245937,33.300766,151.8359,19.779272,46.920067,154.4434,16.404472,2.000000
13.36662,9.327571,10.656324,64.22337,68.76205,62.008793,51.561306,49.411602,84.232254,40.75899,130.01917,37.642334,53.344566,128.22865,36.52332,2.000000
14.214823,9.693189,14.546904,62.772514,124.824974,42.825985,46.958366,162.1715,16.551872,34.048,152.48862,17.49073,51.326614,142.12917,24.438137,2.000000
12.251524,10.154036,13.573904,65.61595,123.3051,44.467205,48.887676,155.07642,22.101273,32.400093,152.19052,17.39444,48.72804,150.45915,18.446798,2.000000
12.800122,11.115965,11.473563,64.57914,127.95147,35.12626,48.055546,164.01762,13.0777645,32.449394,156.18855,16.17208,48.745533,150.56154,19.607042,2.000000
12.015026,9.460305,9.929019,58.728775,122.027275,39.26444,38.289074,149.18982,23.412174,17.206017,150.41922,21.227314,36.329185,151.71588,10.550919,2.000000
13.944294,6.330743,9.14999,64.31829,128.28128,23.829979,35.771893,156.87491,12.283635,40.47,139.01405,16.51958,82.50768,111.35702,5.361019,2.000000
14.192572,7.278818,9.975642,66.310974,128.98004,18.492651,31.19715,159.55971,9.3609295,52.809414,127.4974,16.411638,92.91622,98.86055,5.6046357,2.000000
12.305436,5.8959317,8.336046,75.31903,115.00657,19.29838,47.93332,143.24146,11.75843,56.672375,124.40858,16.130606,101.14382,89.743835,6.560536,2.000000
11.714878,5.338434,6.7887135,73.67778,120.32358,18.559816,58.500988,134.43257,11.296939,71.60415,107.13644,16.106901,110.37705,76.38757,5.269501,2.000000
13.103089,5.5113215,10.1160755,74.39149,111.0772,21.128239,91.17005,101.0719,15.842695,108.68655,68.10851,17.306969,131.9579,49.664455,6.0461907,2.000000
12.446171,6.470988,8.696191,54.946064,130.63086,12.343535,60.513096,127.141174,9.503328,96.77785,86.96567,15.01924,124.098274,62.9855,4.4097657,2.000000
11.8157,5.6470227,9.238583,59.59895,135.28264,19.110653,23.466648,164.49326,11.971545,42.837322,134.83803,18.896103,78.09951,108.46715,7.0520706,2.000000
12.759015,7.43576,9.588086,63.048733,129.48265,35.726887,35.976524,150.58372,25.111452,11.953749,151.90355,22.462898,39.0801,145.35686,7.1033187,2.000000
13.709048,8.950808,14.077898,59.257523,133.31297,37.307076,36.744373,155.21758,26.797783,17.522018,151.98843,21.189632,39.34734,148.91887,9.690463,2.000000
13.691202,10.30403,13.47013,61.71765,127.82657,39.01399,43.101734,149.80122,30.883625,21.60046,152.39243,22.343039,37.786343,152.10866,10.595279,2.000000
14.2650585,10.465861,12.366587,64.615845,123.228584,41.638664,48.217606,145.56454,32.96764,26.132254,151.85574,23.201307,36.12897,156.37598,9.298298,2.000000
14.241033,9.855966,13.057446,65.093414,123.288216,44.07478,50.39147,144.53569,35.244385,28.635263,149.90816,25.653263,33.914825,158.57198,10.816878,2.000000
14.106852,9.423019,13.287964,70.0767,113.89171,52.13907,57.722622,135.19481,44.642406,34.67037,144.72557,31.759949,25.197865,161.10574,16.759829,2.000000
12.575314,7.491576,12.515992,69.04115,105.2061,52.227226,58.853226,121.8434,45.704777,38.42344,135.16449,33.510727,25.502619,154.4001,17.54715,2.000000
13.379424,8.507708,12.202767,70.41854,108.093155,54.31699,56.89819,128.46658,45.423157,34.856434,138.88303,33.074196,24.220795,154.79863,17.4025,2.000000
12.616895,7.801736,13.02838,72.73035,111.03175,52.396038,57.43584,130.15535,42.685413,34.071083,140.09702,30.79783,23.167147,154.84737,15.062607,2.000000
12.577793,9.356433,13.007005,68.2818,118.625946,48.975323,48.698288,136.66312,37.17657,24.844145,139.38489,31.280989,25.261766,146.98962,14.836971,2.000000
